OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
8417,96691,DOWN,Poisoning,August,2013,J33,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{12800432-3E14-492B-9327-49C8CDA270AB},68367.2155273127,292129201.594059
8418,90345,ANGUS,Poisoning,May,2008,NO46,"Species targeted: Birds of prey. Species involved: Poison bait (meat) x 7. Tested positive for: Bendiocarb, carbofuran, isofenphos.",No Link,SCOTLAND,{3643C747-6D70-47B8-9CF0-FA53989F1EF0},72925.801468031,332385207.065319
8419,93543,DERBYSHIRE,Illegal Trapping (Other),April,2010,SK19,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{DC81ECE1-C2C3-4E7D-88B9-85A52185EF9F},67129.7178405525,281649381.597783
8420,102661,BUCKINGHAMSHIRE,Shooting,August,2021,SP72,Species involved: Peregrine falcon x 1.,https://www.birdguides.com/news/peregrine-shot-in-buckinghamshire/,ENGLAND,{5B26B2A0-99D8-4C3E-AD52-E8D9FA08B077},64820.6421344055,262606667.182152
8421,92187,DOWN,Poisoning,October,2009,J03,"Species involved: Red kite x 1; poison bait (rabbit) x 1. Tested positive for: Alphachloralose.",No Link,NORTHERN IRELAND,{362F8F33-6363-4167-AC13-2D3C16C16A46},68384.8425499525,292279860.27899
8422,96551,WEST YORKSHIRE,Poisoning,November,2013,SE34,"Species involved: Red kite x 1. Tested positive for: Bendiocarb, carbofuran, isofenphos.",No Link,ENGLAND,{FDFA7201-607B-46A1-A95F-3C5CDE95D095},67843.9325563973,287674391.804336
8423,93416,NORTH YORKSHIRE,Poisoning,May,2010,SE06,Species targeted: Birds of prey. Species involved: poison bait (chick) x 13. Tested positive for: Mevinphos/phosdrin.,No Link,ENGLAND,{994121CA-75A1-4934-9F71-6785D480B612},68138.9243574141,290181505.876782
8424,98758,HEREFORDSHIRE,Shooting,July,2016,SO43,Species involved: Buzzard x 1.,http://www.herefordtimes.com/news/14987778.Buzzards_found_with_lead_shot_in_their_bodies/?commentSort=oldest,ENGLAND,{115A37AA-39C2-4236-84D0-B44F75004268},64955.496693386,263700474.200859
8425,92972,SHROPSHIRE,Poisoning,May,2010,SO57,Species involved: Peregrine falcon x 2. Tested positive for: Diazinon.,No Link,ENGLAND,{6B174EC5-D582-42D3-A579-874FD7C18296},65482.467383083,267996537.004206
8426,93854,EAST SUSSEX,Shooting,April,2010,TV59,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{21C5945F-69CF-46FF-BF70-D42BA7EAF246},63161.9422701932,249338866.377096
8427,92479,DUMFRIES AND GALLOWAY,Poisoning,January,2010,NX97,"Species involved: Red kite x 1. Tested positive for: Carbofuran, carbosulfan.",No Link,SCOTLAND,{18662191-58D2-4184-857E-D06816D51C2D},69775.6434774007,304289465.050993
8428,99286,NORTH YORKSHIRE,Shooting,March,2017,SE16,Species involved: Red kite x 1.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2017/04/07/red-kite-shot-bedfordshire-yorkshire-dales.aspx,ENGLAND,{6B794549-811B-422E-ACCA-2C9437E64FF1},68138.4452342393,290177425.01283
8429,102481,NORFOLK,Shooting,August,2021,TL78,Species involved: Buzzard x 1.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/gamekeeper-escapes-jail-after-killing-birds-of-prey/,ENGLAND,{DDC948C4-1097-4409-8CDA-90F82320422A},65553.7268018841,268580133.122654
8430,98588,STAFFORDSHIRE,Illegal Pole/Spring Trapping,April,2015,SJ91,Species targeted: Peregrine falcon.,No Link,ENGLAND,{4B731FEE-A625-438D-91CF-1469B1425875},66022.954134994,272438846.702072
8431,101285,LINCOLNSHIRE,Poisoning,April,2019,SK91,"Species involved: Red kite x 1. Tested positive for: Bendiocarb, carbofuran, difenacoum. ",No Link,ENGLAND,{A0CC5858-3D9F-45E8-8E1F-FDC6283962B0},66003.1757612625,272275642.238316
8432,95464,HAMPSHIRE,Poisoning,September,2012,SU42,Species involved: Buzzard x 2. Tested positive for: Alphachloralose.,No Link,ENGLAND,{0670F61F-30AF-45EF-B162-12D4DA8C6570},63569.4893537093,252566933.51926
8433,99780,COUNTY DURHAM,Shooting,April,2018,NZ04,Species involved: Red kite x 1.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/seventh-red-kite-persecuted-in-north-pennines-problem-area/ ,ENGLAND,{F965AEA9-4F0D-45AB-9AC5-2CF24E454CE3},69340.0491760449,300502091.789287
8434,101605,PERTH AND KINROSS,Illegal Trapping (Other),October,2020,NN82,Species involved: Long-eared owl x 1.,https://tinyurl.com/2jujh25m,SCOTLAND,{90590809-EA10-429C-9F7B-D5C84F865C2B},72208.9982011072,325883141.927586
8435,97031,DERBYSHIRE,Shooting,March,2014,SK44,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{50898728-CF0E-4BB2-A631-6C43A897355E},66428.1541449129,275793171.462157
8436,98158,EAST RIDING OF YORKSHIRE,Shooting,April,2016,TA15,Species involved: Buzzard x 1.,No Link,ENGLAND,{5AE26C38-8506-40FB-8111-BEF8205A2B14},67960.7590943166,288665990.421684
8437,101757,SUFFOLK,PersecutionOther,January,2021,TL78,Species targeted: Birds of prey. Possession of: Bendiocarb.,https://tinyurl.com/25xc5by7,ENGLAND,{0D540C64-25A0-45A0-B179-CF8D39D0CA80},65553.7268018841,268580133.122654
8438,97172,NORTHUMBERLAND,Poisoning,November,2014,NZ16,Species involved: Red kite x 2. Tested positive for: Methiocarb.,No Link,ENGLAND,{427319B4-6F93-47D2-BB78-219A382FE9D0},69648.2090544217,303179003.783029
8439,92565,TYNE AND WEAR,Shooting,December,2009,NZ15,Species involved: Red kite x 1.,No Link,ENGLAND,{AA9C81A1-AA1C-4350-A603-2A23BE85B703},69493.4473581071,301833141.770476
8440,100047,DOWN,Poisoning,April,2018,J14,Species involved: Red kite x 2. Tested positive for: Carbofuran.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/pair-of-nesting-red-kites-poisoned-in-co-down/ ,NORTHERN IRELAND,{BF672674-D543-4D2C-B783-C0562925C65A},68528.0442312405,293505244.652122
8441,99310,HERTFORDSHIRE,Shooting,February,2017,TL30,Species involved: Buzzard x 1.,No Link,ENGLAND,{292CEDCE-0F13-4C3B-AAF8-C47E8884D5A7},64537.8146418815,260320032.611386
8442,94011,CUMBRIA,Poisoning,January,2011,SD39,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{4D8DA878-EC62-47EA-A072-CBD122C0F741},68572.749074429,293888311.484964
8443,96211,ANGUS,Nest Destruction,January,2013,NO38,Species involved: White-tailed eagle nest.,https://www.bbc.co.uk/news/uk-scotland-tayside-central-22872502,SCOTLAND,{872B2D9E-2B43-40C6-A9EC-4DF87A7366FE},73271.8666247344,335547324.619928
8444,100386,NORTH YORKSHIRE,Poisoning,January,2019,SE86,Species involved: Buzzard x 1. Tested positive for: Carbofuran. ,No Link,ENGLAND,{862CDD39-C560-46AE-A7D1-E095B66DF90B},68121.5286753911,290033358.944194
8445,95369,NORFOLK,Shooting,October,2012,TF93,Species involved: Buzzard x 1.,No Link,ENGLAND,{A17D894B-98B6-4E03-AB05-96AF42B0D0C8},66210.7801583121,273991153.134989
8446,96670,CAMBRIDGESHIRE,Shooting,April,2013,TL38,Species involved: Buzzard x 1.,No Link,ENGLAND,{87E269EE-1C13-4C43-9016-4F60C47B23AA},65580.4840443722,268799433.286311
8447,100392,NORTH YORKSHIRE,Shooting,March,2019,NZ10,Species involved: Buzzard x 1.,No Link,ENGLAND,{902DFA19-2E6C-4858-B1C4-CFB63F96D330},68732.3832340765,295258223.338669
8448,100051,SHROPSHIRE,Poisoning,April,2018,SO18,"Species targeted: Birds of prey. Species involved: Raven x 5, crow x 1; poison bait (lamb x 1). Tested positive for: Diazinon.",https://community.rspb.org.uk/ourwork/b/investigations/posts/ravens-found-poisoned-on-farmland ,ENGLAND,{6A4C3A67-21EA-45DC-82F2-686ECF10C1E6},65604.1536355513,268993501.912704
8449,100404,SOUTH LANARKSHIRE,Shooting,Unknown,2018,NS81,Species involved: Buzzard x 1.,https://www.carlukegazette.co.uk/news/crime/police-need-info-on-buzzard-that-was-shot-1-4723237 ,SCOTLAND,{68770B2F-F11A-4D28-9A0E-B305EC81EE59},70400.2644867051,309761763.93521
8450,98865,HAMPSHIRE,Shooting,March,2017,SU33,Species involved: Peregrine falcon x 1.,http://www.andoveradvertiser.co.uk/news/crime/15195520.Appeal_made_after_rare_bird_shot_near_Stockbridge/,ENGLAND,{F643F2B5-CA52-4900-867D-605136D59962},63694.0219282618,253557462.386349
8451,100495,DUMFRIES AND GALLOWAY,Poisoning,June,2019,NX77,"Species involved: Red kite x 1; poison bait (withheld) x 1. Tested positive for: Withheld banned pesticide.",https://www.heraldscotland.com/news/18371138.man-charged-deaths-birds-prey-dumfries-galloway/,SCOTLAND,{07B28E5A-FE46-4D9E-9918-9E17472AFA63},69763.6630354616,304184980.850092
8452,94783,HERTFORDSHIRE,Poisoning,December,2011,TL12,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{305BB07E-DEF6-46AA-BDD9-C825B0532A47},64804.8135946891,262478430.342902
8453,97391,STIRLING,Poisoning,July,2014,NS68,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{1D6D56DB-CA87-4D2C-926F-62A8C28A8680},71524.1045294404,319730526.86429
8454,100410,NORTHUMBERLAND,Shooting,May,2019,NY95,Species involved: Buzzard x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/two-shot-buzzards-found-in-northumberland-problem-area,ENGLAND,{B3C93371-7ADD-411F-87F0-A196830DEB19},69493.9502807342,301837510.525751
8455,88417,NORTH YORKSHIRE,Illegal Trapping (Other),May,2007,SE59,Species targeted: Birds of prey.,No Link,ENGLAND,{A5A9DF6C-596C-457A-BFD5-EBE07F35A963},68575.7797723716,293914290.045743
8456,89408,SHROPSHIRE,Shooting,May,2007,SO38,Species targeted: Buzzard.,No Link,ENGLAND,{A88DD961-8C8F-4430-BD8D-91BE1FF552C7},65610.6516980438,269046792.232735
8457,101226,NORTHUMBERLAND,Shooting,November,2014,NZ16,Species involved: Red kite x 1.,No Link,ENGLAND,{5FF0AA3F-0745-4950-BD7B-F1B197B232CD},69648.2090544217,303179003.783029
8458,96192,LANCASHIRE,Shooting,October,2013,SD56,Species involved: Buzzard x 1.,No Link,ENGLAND,{0B0C2D5E-EFD1-46BD-8F46-C8E749969F56},68134.0514101865,290140002.558412
8459,103030,EDINBURGH CITY,Shooting,December,2021,NT17,Species involved: Buzzard x 1.,No Link,SCOTLAND,{67FEAA35-926A-4CFA-8A45-55B9998C32CC},71389.5432927338,318528613.501446
8460,88949,PEMBROKESHIRE,Poisoning,April,2007,SR99,"Species involved: Perergine x 1; poison bait (pigeon) x 1. Tested positive for: Alphachloralose.",No Link,WALES,{892E9A4C-42E0-4526-B227-9FCB8ABBD441},64361.6928413754,258901154.852982
8461,95042,EAST SUSSEX,Shooting,March,2012,TQ41,Species involved: Buzzard x 1.,No Link,ENGLAND,{8F74D1A1-D4C8-4712-B56B-6F186B73D409},63410.0764224215,251301795.22446
8462,97066,ABERDEENSHIRE,Nest Destruction,May,2014,NJ31,Species involved: Goshawk nest.,No Link,SCOTLAND,{E01A70CF-7B08-4686-BD38-E5BD28BB31D2},73804.0360437873,340439151.953116
8463,91387,PERTH AND KINROSS,Poisoning,April,2009,NN85,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{46379CCC-818B-48C5-B098-26C38511B3FF},72722.3629557887,330533304.688859
8464,88762,PERTH AND KINROSS,Poisoning,October,2007,NN82,"Species involved: Red kite x 1. Tested positive for: Carbofuran, isofenphos.",No Link,SCOTLAND,{8BAF13F8-B437-4155-995D-5A5ED807B780},72208.9982011072,325883141.927586
8465,98768,DERBYSHIRE,Poisoning,March,2016,SK46,"Species involved: Buzzard x 3; poison bait (pheasant) x 1. Tested positive for: Alphachloralose, metaldehyde.",No Link,ENGLAND,{BFCE2252-D004-48E9-9CE1-8ADBA4C4C93A},66704.8756542469,278095719.991097
8466,94771,ANGUS,Illegal Trapping (Other),August,2010,NO35,Species involved: Tawny owl x 1.,No Link,SCOTLAND,{C9543A74-673C-446A-9F94-B939659A8436},72748.9295826921,330774847.816459
8467,89404,SHROPSHIRE,Shooting,May,2007,SO38,Species involved: Osprey x 1.,No Link,ENGLAND,{9533B93F-29AF-43A3-BC68-69AE7D16EDD0},65610.6516980438,269046792.232735
8468,99066,DERBYSHIRE,Poisoning,February,2016,SK45,Species involved: Buzzard x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{93397610-D93D-4548-9A53-482C7E175BDE},66566.1448241148,276940169.93302
8469,96259,SOUTH LANARKSHIRE,Illegal Pole/Spring Trapping,February,2013,NS94,Species involved: Buzzard x 1.,No Link,SCOTLAND,{8E10B22C-8FA7-42BD-B817-8E0911EA539F},70888.4194500043,314072435.474092
8470,101241,WEST MIDLANDS,Shooting,May,2019,SP28,Species involved: Peregrine falcon x 1.,https://raptorpersecutionscotland.wordpress.com/2019/05/17/peregrine-found-injured-at-a-west-midlands-quarry-had-been-shot/,ENGLAND,{F6095D54-4DBF-4658-A2FC-D322731E7F42},65618.4839677216,269111031.33465
8471,99289,LINCOLNSHIRE,Poisoning,February,2017,TF56,Species involved: Buzzard x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{966EB37D-AC98-4389-9D00-640ADD6B8F9C},66654.9711179158,277679764.744036
8472,96030,ARGYLL AND BUTE,Shooting,June,2012,NR38,Species involved: Golden eagle x 1.,No Link,SCOTLAND,{C1F03F70-CFC0-44FD-BD14-3F20C4748722},71378.6213596673,318431152.362935
8473,100487,NORTH YORKSHIRE,Poisoning,October,2018,SE16,"Species involved: Red kite x 1. Tested positive for: Alphachloralose, bendiocarb, carbofuran, isofenphos.",No Link,ENGLAND,{BF32BB9B-5ED4-49E1-8FF7-E48A63FB6D77},68138.4452342393,290177425.01283
8474,93705,ANGUS,Poisoning,May,2010,NO46,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{DFE5D888-90DC-4964-87FE-E7DAAB304F0D},72925.801468031,332385207.065319
8475,88772,HIGHLAND,Shooting,September,2007,NJ02,Species involved: Buzzard x 1.,No Link,SCOTLAND,{0733ECEA-60E3-431B-8AFC-9A351AF5A296},73968.6072722126,341959095.678979
8476,101036,NORTH YORKSHIRE,Poisoning,March,2020,SE16,"Species involved: Buzzard x 1. Tested positive for: Alphachloralose, bendiocarb, carbofuran, isofenphos.",https://community.rspb.org.uk/ourwork/b/investigations/posts/raptor-persecution-in-pateley-bridge-north-yorkshire,ENGLAND,{AC6B0337-B73D-41F3-85CA-E5CF8F16CC6A},68138.4452342393,290177425.01283
8477,98185,LANCASHIRE,Shooting,April,2016,SD54,Species involved: Peregrine falcon x 1.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2018/08/08/peregrine_2d00_persecution_2d00_filmed_2d00_bowland.aspx,ENGLAND,{827D5015-F6A8-4ED5-A9D1-2C82B54F4324},67841.9763303248,287657802.234797
8478,100264,DUMFRIES AND GALLOWAY,Poisoning,April,2018,NX77,Species involved: Red kite x 1. Tested positive for: Withheld.,https://www.bbc.co.uk/news/uk-scotland-south-scotland-43974763 ,SCOTLAND,{DEFB2385-CCFE-4663-8070-48946F0B64D5},69763.6630354616,304184980.850092
8479,99275,WARWICKSHIRE,Illegal Trapping (Other),July,2017,SP16,Species targeted: Birds of prey.,No Link,ENGLAND,{F8252638-D719-4032-8BE8-F5F9143E6F74},65354.0898078528,266946756.84234
8480,98208,ANTRIM,Poisoning,April,2016,J29,Species involved: Peregrine falcon x 1. Tested positive for: Aldicarb.,http://www.bbc.co.uk/news/uk-northern-ireland-36213189 ,NORTHERN IRELAND,{ABE6696B-A243-4AF0-A4F6-C99BF738DAB5},69277.2593399987,299958106.505048
8481,98652,PERTH AND KINROSS,Poisoning,January,2015,NN84,Species involved: Red kite x 1. Tested positive for: Carbofuran. ,No Link,SCOTLAND,{0F9F03F0-3EF1-4699-8BF8-AC9FE4B5B505},72550.2529115543,328970625.962922
8482,100466,SCOTTISH BORDERS,PersecutionOther,June,2017,NT75,"Species targeted: Birds of prey. Possession of: Carbofuran, carbosulfan.",https://www.independent.co.uk/environment/gamekeeper-killed-buzzards-badger-otter-longformacus-estate-a9017051.html,SCOTLAND,{30E5EE30-6714-4680-95EF-A8775B18E509},71079.6427004586,315769160.073289
8483,101843,DORSET,Shooting,September,2020,ST91,Species involved: Buzzard x 1. ,No Link,ENGLAND,{8ED03B4B-4E88-4254-B6CC-6C0913212106},63451.0558574097,251626715.147449
8484,96316,ANGUS,Illegal Trapping (Other),July,2013,NO36,Species targeted: Birds of prey.,No Link,SCOTLAND,{A65C008D-4007-4B96-9B55-114DD20E208A},72922.2298518704,332352649.918367
8485,88763,PERTH AND KINROSS,Poisoning,September,2007,NN82,"Species involved: Red kite x 1. Tested positive for: Carbofuran, isofenphos.",No Link,SCOTLAND,{A37FA271-4D4A-4560-BBBD-9AA41662C347},72208.9982011072,325883141.927586
8486,97387,FALKIRK,Shooting,June,2014,NS97,Species involved: Buzzard x 1.,No Link,SCOTLAND,{8243F0A9-B19F-4D70-B365-EAC59459A8DD},71378.9411479292,318434010.012874
8487,101204,HAMPSHIRE,Nest Destruction,May,2020,SU60,Species involved: Kestrel nest.,No Link,ENGLAND,{BD0D3DE1-52FC-40B3-8211-CBFECB7D159E},63321.2003167276,250597834.332761
8488,88644,CUMBRIA,Shooting,January,2007,NY45,Species involved: Buzzard x 1.,No Link,ENGLAND,{34A77898-BC5D-4463-A1B4-9951551870C9},69486.2108400229,301770283.538444
8489,98833,WEST SUSSEX,Shooting,March,2017,TQ13,Species involved: Buzzard x 1.,https://www.wscountytimes.co.uk/news/crime/shock-shooting-of-buzzard-at-woods-1-7864536,ENGLAND,{80878345-5451-4F54-93B7-A1C762D05EB3},63670.3242180932,253368821.413836
8490,102176,SCOTTISH BORDERS,Illegal Trapping (Other),September,2020,NT44,Species involved: Goshawk x 1.,https://raptorpersecutionscotland.wordpress.com/2021/11/30/gamekeeper-convicted-as-birds-of-prey-die-in-trap/,SCOTLAND,{4384A2CF-308B-4E78-BDAD-B08A43D5C9F5},70910.2915987401,314266276.126586
8491,102518,SOMERSET & AVON,Nest Destruction,April,2021,ST75,Species involved: Kestrel nest.,No Link,ENGLAND,{580BB7B3-3F04-45BC-84D1-4B1F83BAD543},63943.0327089771,255543901.093262
8492,90645,ARMAGH,Poisoning,July,2008,J03,"Species involved: Buzzard x 2; crow x 1. Tested positive for: Alphachloralose.",No Link,NORTHERN IRELAND,{5AFDD1F0-A6C9-43B0-BCA0-3B5224E2480A},68384.8425499525,292279860.27899
8493,89460,SOUTH AYRSHIRE,Shooting,November,2007,NS31,Species involved: Buzzard x 1.,No Link,SCOTLAND,{43F835B0-1F26-4E65-A9DD-6FD696632906},70362.8365062791,309432483.148499
8494,96215,WESTERN ISLES,Nest Destruction,April,2013,NB55,Species involved: White-tailed eagle nest.,No Link,SCOTLAND,{84EDF484-7C1F-44B2-BD2A-22AA2AC470F8},76226.1363276133,363150883.722787
8495,100744,ABERDEENSHIRE,Illegal Pole/Spring Trapping,August,2019,NO29,Species involved: Golden Eagle x 1.,https://www.birdguides.com/news/photo-of-golden-eagle-with-illegal-trap-on-its-leg-shocks-public/,SCOTLAND,{901CC413-EE88-4575-AC34-8B624280243B},73443.9634076233,337125405.969651
8496,93388,CEREDIGION,Poisoning,March,2010,SN75,Species involved: Red kite x 1. Tested positive for: Fenthion.,No Link,WALES,{E86920B0-E84C-456D-9A01-1B879F1FBF85},65189.7401862013,265605828.732113
8497,98995,NORTHUMBERLAND,Shooting,December,2016,NU11,Species involved: Hen harrier x 1.,http://www.rspb.org.uk/community/ourwork/skydancer/b/skydancer/archive/2017/02/03/carroll-a-northumberland-bird-to-the-very-end.aspx,ENGLAND,{C744ECA0-CB22-4475-A0C1-4C16FC0427FD},70435.115317977,310068529.127468
8498,93579,HIGHLAND,Illegal Pole/Spring Trapping,June,2010,NH73,Species targeted: Birds of prey.,No Link,SCOTLAND,{48B71DA1-F79E-41EE-B58D-733E7855A172},74128.4084733838,343438223.981425
8499,89532,ABERDEENSHIRE,Illegal Trapping (Other),August,2007,NO59,Species involved: Buzzard x 2.,No Link,SCOTLAND,{AD833E7F-8E87-4AA4-B8AE-C8D03D14902B},73454.9121100952,337225928.185677
8500,88932,SUFFOLK,Poisoning,March,2007,TL87,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{4C3D91E5-C56B-4331-A0CD-0B2E79204983},65413.4303905651,267431743.745606
8501,100027,WILTSHIRE,Illegal Pole/Spring Trapping,October,2018,SU26,Species targeted: Birds of prey.,No Link,ENGLAND,{A2C16A6B-A944-405A-B48E-51A1C05FA2E8},64067.944256032,256543279.64559
8502,96748,LINCOLNSHIRE,Illegal Trapping (Other),August,2013,TF34,Species targeted: Sparrowhawk.,No Link,ENGLAND,{48E21005-D3C9-458C-B15D-005B2CAABAAB},66391.8575739654,275491863.483744
8503,93851,ANGUS,Illegal Trapping (Other),February,2011,NO45,Species involved: Buzzard x 1.,No Link,SCOTLAND,{45510991-23BF-4309-AFF1-A69EB70A37B9},72752.4759112388,330807097.622954
8504,93858,HERTFORDSHIRE,Shooting,February,2010,TL31,Species involved: Buzzard x 1.,No Link,ENGLAND,{239BD9B6-B1B1-4DFA-97AC-CF8D5F0B52D5},64665.7740247288,261353333.723348
8505,95023,MERSEYSIDE,PersecutionOther,February,2012,SD30,Species involved: Barn owl x 6.,No Link,ENGLAND,{396A6691-A2AC-439B-A186-FA7BABD9A6EF},67262.1238543645,282761524.349959
8506,98850,CUMBRIA,Shooting,March,2017,NY54,Species involved: Peregrine falcon x 1.,http://ww2.rspb.org.uk/our-work/rspb-news/news/439571-peregrine-falcon-found-dead-reveals-signs-of-shooting,ENGLAND,{24699B69-4931-45DC-9B25-BA14DC541C7D},69334.9140110735,300457584.233927
8507,91145,ANTRIM,PersecutionOther,July,2008,D31,Species targeted: Peregrine falcon.,No Link,NORTHERN IRELAND,{AEB6F569-35B2-4949-AF7D-97A3923A06D6},69578.4953446168,302572377.607787
8508,96500,BUCKINGHAMSHIRE,Poisoning,February,2013,SU79,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{91F9F26E-7F98-4590-A96E-095BF23C75C2},64436.2953416403,259501697.919127
8509,89505,GLOUCESTERSHIRE,Poisoning,September,2007,SO50,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{68CEA2D4-207D-4437-837F-1D8568AAEEEF},64571.1086953521,260588693.610391
8510,98211,POWYS,Poisoning,March,2016,SJ02,"Species targeted: Birds of prey. Species involved: Raven x 1; poison bait (pheasant) x 1. Tested positive for: Aldicarb, bendiocarb.",No Link,WALES,{CCD1AD68-7AB7-457E-B261-963BB01B57F2},66138.7867248658,273395636.100037
8511,91597,GLOUCESTERSHIRE,Shooting,June,2009,SO50,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{D59DEECA-9B8E-459D-A27F-C2E8E520AC6E},64571.1086953521,260588693.610391
8512,101756,POWYS,Poisoning,July,2020,SO08,Species involved: Goshawk x 1. Tested positive for: Isofenphos.,No Link,WALES,{93BEB0D4-7D01-493C-B14F-A8D857D0B76A},65600.256448375,268961543.787622
8513,101297,WREXHAM,Poisoning,April,2019,SJ13,"Species targeted: Birds of prey. Species involved: Raven x 1; poison bait (lamb) x 1. Tested positive for: Diazinon.   ",No Link,WALES,{8B822E89-EB64-4D09-B1F7-0C36785C2472},66279.2345354854,274558000.202476
8514,99079,STAFFORDSHIRE,Poisoning,September,2016,SJ91,"Species involved: Buzzard x 1. Tested positive for: Bendiocarb, Metaldehyde.",No Link,ENGLAND,{AF7E27D7-CA59-4C5E-9F78-0DF137C3F6C0},66022.954134994,272438846.702072
8515,96592,ANTRIM,Poisoning,April,2013,D13,Species involved: White-tailed eagle x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{520431E0-3BC7-4E28-B09C-A857908AB583},69902.8705279701,305400145.372709
8516,95788,SOUTH LANARKSHIRE,Shooting,June,2013,NS91,Species targeted: Red kite.,No Link,SCOTLAND,{D5107364-0FE9-46BE-8B21-EF0E05913CDF},70406.1519738667,309813576.322044
8517,89931,EAST AYRSHIRE,Poisoning,April,2008,NS53,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{13A009E3-89C9-4A86-BABC-18E452A437E9},70699.6407036499,312401884.480049
8518,94206,DEVON,Shooting,June,2009,SS73,Species involved: Buzzard x 1.,No Link,ENGLAND,{FF1082C2-BF2E-4449-9048-105E92617E09},63665.4730226056,253330213.083122
8519,99920,GREATER MANCHESTER,Shooting,June,2018,SE00,Species involved: Red kite x 1.,https://www.rspb.org.uk/our-work/rspb-news/news/stories/shot-red-kite-like-balloon-bursting/ ,ENGLAND,{6B162895-5431-471F-8898-5B89E8CBACF7},67271.9514146353,282844158.483703
8520,102639,DUMFRIES AND GALLOWAY,Poisoning,December,2019,NX76,Species involved: Red kite x1. Tested positive for: Withheld.,https://www.heraldscotland.com/news/18371138.man-charged-deaths-birds-prey-dumfries-galloway/,SCOTLAND,{5FBE2EE1-77BC-48CE-9D28-AEF4827635D5},69608.3055075394,302831701.00676
8521,96339,ANGUS,Poisoning,February,2013,NO54,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{D5BF014B-A916-4157-8385-4DACEB13FE97},72583.0874324106,329268463.113893
8522,100303,DERBYSHIRE,Shooting,November,2018,SK18,Species involved: Goshawk x 1.,https://pdrmg.wordpress.com/2019/05/09/goshawk-ladybower/ ,ENGLAND,{22B02E2D-F131-40D0-A0CB-EC44C88538C1},66988.70782424,280467378.981893
8523,94468,PERTH AND KINROSS,Poisoning,April,2011,NN85,Species targeted: Birds of prey. Species involved: Carrion crow x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{EE0F2A67-418B-44C4-85F3-1B9680DC4425},72722.3629557887,330533304.688859
8524,98429,NORTHUMBERLAND,Shooting,November,2014,NZ16,Species involved: Red kite x 1.,No Link,ENGLAND,{18FA59A6-C62B-4D58-BE7A-88116C3AAA3B},69648.2090544217,303179003.783029
8525,98469,NORTH YORKSHIRE,PersecutionOther,June,2016,SE07,Species targeted: Birds of prey.,No Link,ENGLAND,{350BFDD2-C403-442A-ABC3-7712A084DB89},68286.1934658886,291437206.057105
8526,88412,HIGHLAND,Poisoning,May,2007,NH62,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{96C1DEFF-6FD6-40A3-AE89-ED09C32CE35C},73940.0662206505,341695253.33852
8527,93395,HIGHLAND,Poisoning,March,2010,NH79,Species involved: Buzzard x 2. Tested positive for: Carbofuran.,No Link,SCOTLAND,{382AC11B-F2F3-4D51-BF84-BF18BC02145B},75232.769071773,353747502.183407
8528,96071,DUMFRIES AND GALLOWAY,Illegal Trapping (Other),September,2013,NY38,Species involved: Buzzard x 1.,No Link,SCOTLAND,{7A625515-F611-4CBD-BB99-69155E9356F6},69949.7955382534,305810307.087885
8529,94279,HIGHLAND,Poisoning,August,2011,NJ12,Species targeted: Birds of prey. Species involved: Poison bait (grouse) x 1. Tested positive for: Aldicarb,No Link,SCOTLAND,{F2071F08-184B-4BB0-9517-20358151ACA1},73974.196481125,342010775.982236
